Вакансия,Зарплата,Тип
Требуется продавец кассир. Метро Старая Де,25 000,Вакансии
"Демонтаж, Монтажник, Бригадир, Водитель, Разнорабо",1 500,Резюме
Парикмахер-универсал,35 000,Вакансии
Водитель со своим рефрижератором,4 000,Резюме
Официант,25 000,Вакансии
Официант,1 200,Вакансии
Моляр,15 000,Резюме
Подсобный работник (без опыта работы),1 000,Вакансии
Кредитный специалист,32 000,Вакансии
Мастер по заправке картриджей,30 000,Резюме
Продавец,15 000,Резюме
Водитель на личном автомобиле,з/п не ук,Резюме
Декларант/помощник декларанта/менеджер вэд,35 000,Резюме
Ищу работа,з/п не ук,Резюме
Повар-универсал,30 000,Вакансии
Официант на завтраки/ужины (шведский стол),20 000,Вакансии
Сборщик светодиодной продукции (Ламп),15 000,Вакансии
Администратор,30 000,Резюме
"Звукорежиссёр, звукоинженер, аранжировщик",з/п не ук,Резюме
Требуется водитель на лесовоз с манипулятором,40 000,Вакансии
"Администратор, контролер, вахтер, охранник без лиц",20 000,Резюме
Администратор/Ассистентка/Помощница,з/п не ук,Резюме
Администратор копицентра,27 100,Вакансии
Грузоперевозки,350,Резюме
Помощник юриста,з/п не ук,Резюме
"Специалист по недвижимости, агент, риелтор",50 000,Вакансии
Курьер на личном авто или авто компании,32 000,Резюме
"Водитель категории А, В, С, Е",40 000,Резюме
"Руководитель, нач. отдела, менеджер",30 000,Резюме
Врач- косметолог,80 000,Вакансии
Системный Администратор(Антикризисное управление),2 800,Резюме
"Системный администратор, IT-специалист",45 000,Резюме
Продавец-консультант (тк Гулливер),29 000,Вакансии
"Парикмахер, также есть кресло в аренду",45 000,Вакансии
Сиделка,300,Резюме
Электрик монтажник,35 000,Вакансии
Сварщик,75 000,Вакансии
"Журналист, корреспондент, редактор, SMM-менеджер",30 000,Резюме
Юрист/Юрисконсульт,30 000,Резюме
Любая работа,500,Резюме
Менеджер по работе с клиентами без поиска,40 000,Резюме
"Штукатур, Маляр, Отделочник",50 000,Вакансии
Электромонтаж под ключ,з/п не ук,Резюме
Бригада маляров выполнит объем работ,з/п не ук,Резюме
"Администратор, менеджер по оптовым региональным пр",35 000,Резюме
Работа промоутером в subway,10 000,Вакансии
Требуется водитель(кат. В),70 000,Вакансии
Пять электромонтажников,з/п не ук,Резюме
Охранник(без лицензии),35 000,Вакансии
Охранник,25 000,Резюме
Шпаклевка покраска,з/п не ук,Резюме
Сортировщица одежды (еженедельные выплаты),з/п не ук,Вакансии
Работа в авиагородке,28 000,Вакансии
Водитель категории Е (на Финляндию),60 000,Вакансии
Водитель снабженец,35 000,Резюме
Водитель,50 000,Резюме
Водитель-курьер,45 000,Вакансии
В поисках работы,29 000,Резюме
Инженер,40 000,Резюме
"Главный бухгалтер, зам. главного бухгалтера",60 000,Резюме
"Офис-менеджер, менеджер",35 000,Резюме
Работник торгового зала метро Ленинский проспект,1 100,Вакансии
Сантехник возьмёт здание на обслуживание,3 000,Резюме
Менеджер по продажам,20 000,Вакансии
Промоутер в строительный гипермаркет (С-Пб),з/п не ук,Вакансии
Грузчики / комплектовщики на склад (п. Шушары),38 000,Вакансии
Требуются мойщицы (день/ночь) в С-Пб,26 000,Вакансии
Требуются работники торгового зала (С-Пб),28 000,Вакансии
Бармен/ официант/ продавец,25 000,Резюме
Продавец(буфетчица),25 000,Резюме
"Каменьщик, плотник, разнорабочий",25 000,Резюме
Требуются сотрудники на склад (г. Кронштадт,26 000,Вакансии
Работники торгового зала (м. Купчино),28 000,Вакансии
Ночные уборщики в рестораны фаст-фуд (С-Пб),26 000,Вакансии
Горничные (С-Пб),28 000,Вакансии
Работники торгового зала (Петергоф),28 000,Вакансии
Комплектовщики заказов в ресторан (обучаем) С-Пб,28 000,Вакансии
Требуется помощник менеджера по продажам(С-Пб),40 000,Вакансии
Работник торгового зала метро Чернышевская,1 100,Вакансии
"Заместитель директора по ов, ахч",40 000,Резюме
Ищю подработку на выходные,з/п не ук,Резюме
Маляр,200,Резюме
Требуется водитель на газ 3309 (газон) Категория С,40 000,Вакансии
Помощник руководителя / Администратор / Секретарь,40 000,Резюме
Отделочники универсалы,80 000,Резюме
Кассир метро Парк Победы,1 200,Вакансии
Водитель большегрузного авто,80 000,Резюме
Отделочник маляр,2 000,Резюме
Монтажник окон пвх,з/п не ук,Резюме
Администратор продавец,35 000,Вакансии
Экспедитор-грузчик,43 000,Вакансии
Уборка квартира,з/п не ук,Резюме
"Готов почти на все, желательно производство",з/п не ук,Резюме
Специалист по рекламе и пиар,20 000,Резюме
"Администратор, старший администратор",30 000,Резюме
Не выделяю что-то конкретное,20 000,Резюме
Официант для работы на линии шведского стола,20 000,Вакансии
Оператор на телефон,28 000,Вакансии
"Домработницы, Няни",60 000,Вакансии
"Репетитор, препод-ль русск. языка как иностранного",800,Резюме
Сборщик,30 000,Вакансии
"Инженер, продавец, кассир",30 000,Резюме
Любая с ежедневной оплатой,1 000,Резюме
Мастер маникюра и педикюра,25 000,Вакансии
Столяр,з/п не ук,Вакансии
Администратор в Частный Детский Сад,з/п не ук,Вакансии
Раздача листовок,150,Вакансии
Менеджер,25 000,Резюме
"Грузчик, охранник(без лицензии), разнорабочий",30 000,Резюме
Тайный покупатель,15 000,Резюме
Требуется мерчендайзер станция метро Рыбатское,25 000,Вакансии
Автомойщик,40 000,Вакансии
Маляр штукатур плитка и другие работы,з/п не ук,Резюме
Помощник косметолога,35 000,Вакансии
Кассир,25 000,Вакансии
Ищу работу,з/п не ук,Резюме
Помощник бухгалтера,28 000,Резюме
"Прораб смр, отделочные работы",50 000,Резюме
Водитель с собственным авто,з/п не ук,Резюме
Специалист по работе с клиентами,35 000,Резюме
Контролер отк готовой продукции,з/п не ук,Резюме
Парикмахер,2 000,Резюме
"Бухгалтер по совместительству, удалённо",7 000,Резюме
Главный бухгалтер,з/п не ук,Резюме
Любая,15 000,Резюме
Продавец в магазин разливного пива,1 000,Вакансии
Работа на дому в интернетте,з/п не ук,Резюме
Водители - экспедиторы,47 000,Вакансии
Инженер,з/п не ук,Резюме
Ищу зарплатодателя,50 000,Резюме
"Менеджмент, секретарь",25 000,Резюме
Управляющий сто,,Вакансии
"Администратор, менеджер, оператор, диспетчер",25 000,Резюме
Кладовщик,33 000,Вакансии
"Главный бухгалтер (удаленно, на дому)",10 000,Резюме
"Декларант/помощник декларанта /менеджер вэд, менед",35 000,Резюме
"Администратор-кассир в сеть магазинов ""Суши Маг""",22 000,Вакансии
Швеи кожгалантереи,35 000,Вакансии
"Остекление, балконы, обшивка",50 000,Резюме
Операторы в call-центр по 6 часов в день,25 000,Вакансии
Плиточник универсал,1 000,Резюме
"Юрист, юристконсульт",30 000,Резюме
Отделочные работы,1 500,Резюме
Продавец автомобильных запчастей,30 000,Вакансии
"Секретарь, референт офис-менеджер",35 000,Резюме
Оператор-бухгалтер 1С,40 000,Вакансии
Репетитор арабского языка,700,Резюме
Инженер пто,40 000,Резюме
Комплектовщик на склад г. Санкт-Петербург,35 000,Вакансии
Продавец-консультант,30 000,Вакансии
Плиточник бригада облицовщик,з/п не ук,Резюме
Медицина,з/п не ук,Резюме
Слушатель,300,Резюме
Главный бухгалтер на неполный рабочий день,25 000,Резюме
Требуются универсалы,50 000,Вакансии
Сотрудники в торговый центр Европолис,25 000,Вакансии
Любая работа в фотошоп,з/п не ук,Резюме
"Электрики, Электромонтажники",2 700,Вакансии
Руководитель дилерского отдела,50 000,Вакансии
Ищу хорошую работу,18 000,Резюме
Руководитель склада,1 000,Резюме
"Помощник воспитателя, учитель обж",25 000,Резюме
Администратор/менеджер(не продажи),45 000,Резюме
Водитель категории С,37 500,Вакансии
Электромонтажники,50 000,Вакансии
Автомеханик / автослесарь,50 000,Вакансии
Подрботка,1 000,Резюме
Газоэл. сварщик на полуавтомате. Выс. квалС прожив,57 000,Резюме
Хочу работать,з/п не ук,Резюме
Водитель кат В,35 000,Резюме
Ищу работу,20 000,Резюме
"Упаковщиком, комплектовщик",20 000,Резюме
Уборщицы,10 476,Вакансии
"Уборщица в мини-кафе, ежедневная оплата",15 000,Вакансии
Руководитель отдела по работе с клиентами,45 000,Резюме
"Директор, управляющий, менеджер",50 000,Резюме
"Уборщица, мойщица",20 000,Резюме
Водитель с личной Газелью,з/п не ук,Резюме
Менеджер проектов,30 000,Резюме
"Повар хц, гц, мц",30 000,Резюме
Руководитель отдела по работе с представительствам,100 000,Вакансии
Водитель с автобусом Хендай 37 мест,з/п не ук,Резюме
Требуется Продавец-флорист,1 000,Вакансии
"Управляющий, инженер по эксплуатации",з/п не ук,Резюме
Повар универсал,35 000,Вакансии
Администратор,60 000,Резюме
Ищу разовые работы,2 000,Резюме
Снабженец,35 000,Резюме
Официант,30 000,Вакансии
Менеджер по аренде недвижимости,60 000,Вакансии
"Няня, гувернантка",30 000,Резюме
Ищу работу на пк и в интернете,8 000,Резюме
Ищу любую работу в интернете,15 000,Резюме
Ищу работу у вас на даче,30 000,Резюме
Ищу удаленную работу,20 000,Резюме
"Продавец, администратор, помощник руководителя",30 000,Резюме
Штукатуры фасадов,з/п не ук,Вакансии
Мастер,з/п не ук,Резюме
Требуется специалист по замерам натяжных потолков,50 000,Вакансии
Промоутер-распространитель,31 500,Вакансии
Строитель-универсал,з/п не ук,Резюме
Разнорабочий,з/п не ук,Вакансии
Торговый представитель,40 000,Вакансии
Финансовый менеджер,50 000,Вакансии
Менеджер по работе с клиентами,40 000,Резюме
Руководитель отдела по работе с торговыми сетями,100 000,Вакансии
Курьер,35 000,Резюме
Курьер водитель,40 000,Вакансии
Руководитель отдела продаж,100 000,Вакансии
"Без привязки к местонахождению, травмирован",з/п не ук,Резюме
"Машинист экскаватора -погрузчика, водитель с личны",60 000,Резюме
Руководитель тенедерного отдела,100 000,Вакансии
Бухгалтер,25 000,Резюме
"Кладовщик, Экспедитор, Заведующий производством",45 000,Резюме
Повар в супермаркет (Гражданский проспект),28 000,Вакансии
Коммерческий директор,150 000,Вакансии
"Водитель на авто компании, кат В",30 000,Резюме
Водитель,35 000,Резюме
"Менеджер по продажам натяжных потолков, окон",35 000,Вакансии
Водитель,з/п не ук,Резюме
Инженер /монтажник скс,60 000,Резюме
Врач-хирург,35 000,Резюме
Любая,з/п не ук,Резюме
"Буфетчица, кассир",30 000,Резюме
"Начальник службы эксплуатаци, электрик, сантехник",50 000,Резюме
Замерщик железных или межкомнатных дверей,з/п не ук,Резюме
Финансовый менеджер,45 000,Резюме
Расклейщики рекламы,30 000,Вакансии
"Конструктор, архитектор",1 000,Резюме
Ищу работу в Приморском районе,з/п не ук,Резюме
Сиделка в пансионат для пожилых,2 000,Вакансии
"Секретарь, администратор",25 000,Резюме
Менеджер по продажам,20 000,Вакансии
Бухгалтер,45 000,Резюме
Помощники в загородный дом (прямой работодатель),60 000,Вакансии
Кафель,300,Вакансии
Водитель на легковом автомобиле,110 000,Вакансии
Любая,25 000,Резюме
Требуются охранники,30 000,Вакансии
Разнорабочий,25 000,Вакансии
Менеджер,з/п не ук,Резюме
Требуется автослесарь,з/п не ук,Вакансии
Требуется бармен и диджей на пр. Ударников,з/п не ук,Вакансии
Телеоператор,з/п не ук,Резюме
Менеджер отдела кадров,25 000,Резюме
Видеооператор,з/п не ук,Резюме
Бригада плотников ищет работу,з/п не ук,Резюме
"Помощник менеджера, оператор в интернет-магазин",20 000,Вакансии
Курьер на легковом автомобиле Санкт-Петербург и ло,з/п не ук,Резюме
Мастер по укладке плитки,з/п не ук,Резюме
Уборщица офисных помещений,10 000,Вакансии
"Мерчендайзер, торговый представитель",30 000,Резюме
Ищу любую работу,35 000,Резюме
Ищу работу,35 000,Резюме
Ищу работу,35 000,Резюме
Массажист (косметолог-эстетист по телу),30 000,Резюме
Ищу работу,35 000,Резюме
Продавец (менеджер по продажам),50 000,Вакансии
Монтажники башенных кранов,з/п не ук,Резюме
Оператор на производство,25 000,Резюме
Прораб (инженерные сети),з/п не ук,Резюме
Комплектовщик,22 500,Вакансии
Гувернантка з/п договорная,з/п не ук,Резюме
Курлер,1 000,Резюме
Водитель штабелера,1 300,Вакансии
Приёмщик металлолома,з/п не ук,Резюме
Комплектовщик на овощной склад,28 000,Вакансии
Водитель категории Е,60 000,Вакансии
Раб. группа газосварщиков полуавт. 4 рз,60 000,Резюме
Бухгалтер,50 000,Вакансии
Уборщица,з/п не ук,Вакансии
Соискатели,1 500,Резюме
Машинист экскаватора,92 000,Резюме
"Водитель ""BCD"" правый руль",40 000,Резюме
Кладовщик,28 000,Вакансии
"Водитель В, С",з/п не ук,Резюме
Обивщик мягкой мебели,45 000,Вакансии
Хореограф-постановщик,10 000,Резюме
Прораб по кровлям,з/п не ук,Резюме
Кровельщик,з/п не ук,Резюме
Водитель,50 000,Резюме
Требуется парикмахер,45 000,Вакансии
Геодезист. Любые виды работ,170,Резюме
Диагностика инжекторов. Автоэлектрика,з/п не ук,Резюме
Водитель-экспедитор,69 000,Вакансии
Слесарь по ремонту газовых плит,з/п не ук,Резюме
Официант,з/п не ук,Резюме
Бухгалтер,30 000,Резюме
Ищу подработку-халтуру на сегодня,з/п не ук,Резюме
Водитель со своим а/м,з/п не ук,Резюме
Монтажник слаботочных систем,40 000,Резюме
Гальваник,40 000,Вакансии
"Водитель кат. В, Д",40 000,Резюме
Подключаем водителей к Yandex Taxi,75 000,Вакансии
"Программист, системный администратор",з/п не ук,Резюме
Водитель,50 000,Резюме
"Водитель категории С, Е",з/п не ук,Вакансии
Пеший курьер,777,Резюме
Специалист по ремонту квартир ищет работу,50 000,Резюме
Русские гипрочники,з/п не ук,Резюме
Бригада гипрочников 3 человека,з/п не ук,Резюме
Бригада гипрочников,з/п не ук,Резюме
Отделочники-универсалы,з/п не ук,Резюме
Водитель со своим авто,з/п не ук,Резюме
Кладовщик,45 000,Резюме
"Личный, семейный водитель охранник",40 000,Резюме
Монтажники гипрочных конструкций,з/п не ук,Резюме
Бригада ищет работу,з/п не ук,Резюме
Разнорабочие (подсобники),1 000,Вакансии
Разнорабочий,1 500,Резюме
Ищу работу горничной,з/п не ук,Резюме
Водитель кат В С Е опыт работы на самосвалах манип,60 000,Резюме
Инженер по охране труда,30 000,Резюме
3 Гипрочника,з/п не ук,Резюме
Ищу работу,з/п не ук,Резюме
"Разнорабочий, подсобное, ученик",1 000,Резюме
Учитель физики и информатики,з/п не ук,Резюме
Слесарь электрик,35 000,Вакансии
Требуется специалист по алмазной резке,з/п не ук,Вакансии
"Монтаж наплавляемой и мембранной (пвх, тпо) кровли",90,Резюме
Снабженец,з/п не ук,Резюме
Каменщики,50 000,Резюме
Опытный грузчик в поиске работы,30 000,Резюме
"Требуется водитель с категории "" Е"" шаланда",з/п не ук,Вакансии
Требуется водитель на личной Газели,100 000,Вакансии
Сварщик с навыками холодной ковки,25 000,Вакансии
Продавец-кассир в кафе быстрого питания,25 000,Вакансии
Электромонтер по ремонту и обслуживанию,2 500,Резюме
"Водитель, водитель экспедитор кат. В, С",35 000,Резюме
Заместитель ген. директора по производству,50 000,Вакансии
Менеджер по продажам/закупкам (отопление),35 000,Резюме
Мастер по ремонту холодильников. Без разъездов,70 000,Вакансии
Монтаж слаботочных систем,з/п не ук,Резюме
Водитель с личным грузовым авто,650,Резюме
Инженер-электронщик линейнный,70 000,Вакансии
Мастер на час- бытовой мастер универсал,90 000,Вакансии
Электрик (обслуживание населения),69 000,Вакансии
Сантехник,65 000,Вакансии
Семейная пара с проживаниям,з/п не ук,Резюме
Мастер по ремонту эл. бытовых котлов отопления,60 000,Вакансии
Мастер по ремонту гидромассажных ванн и душевых,80 000,Вакансии
Бухгалтер,10 000,Резюме
Мастер по ремонту ресторанного оборудования,80 000,Вакансии
Мастер по ремонту швейных машин,60 000,Вакансии
"Мастер маникюра, наращивания ногтей",з/п не ук,Резюме
Требуется слесарь- сантехник- подсобник,40 000,Вакансии
"Мастер по ремонту телевизоров LCD, ЖК",82 000,Вакансии
Мастер по ремонту электрических водонагревателей,55 000,Вакансии
Мастер по ремонту бытовой техники на линии,78 000,Вакансии
Мастер по ремонту электрических плит и духовок,55 000,Вакансии
Мастер по ремонту холодильников и оборудования,70 000,Вакансии
Разнорабочий,з/п не ук,Резюме
Диагност автоэлектрик,50 000,Вакансии
Мастер по ремонту кофемашин,60 000,Вакансии
"Специалист по релаксу, (массаж)",28 000,Резюме
Прораб,50 000,Резюме
"Администратор салона красоты, модель, фотограф",з/п не ук,Резюме
Работа на личном грузовом авто,з/п не ук,Резюме
Помощник адвоката,з/п не ук,Резюме
Мерчендайзер,30 000,Вакансии
Продавец,25 000,Резюме
"Администратор, координатор, диспетчер",з/п не ук,Резюме
Водитель,25 000,Резюме
Работа со свободным графиком,з/п не ук,Резюме
Требуются на работу мойщики окон,34 700,Вакансии
Работа/Подработка,з/п не ук,Резюме
Рассмотрю все варианты,20 000,Резюме
Администратор,22 000,Резюме
Звукорежисcер,з/п не ук,Вакансии
"Курьер пеший (док-ты, рукописи, стомат. литье)",30 000,Резюме
Логист-транспортник,30 000,Резюме
"Администратор, продавец, специалист по закупкам",18 000,Резюме
Ищу. Работа на дому - наборщик текста и перевод,з/п не ук,Резюме
"Администратор, продавец-консультант",30 000,Резюме
Ищу работу приходящего системного администратора,5 000,Резюме
"Бетонщики, отделочники, штукатуры",50 000,Вакансии
Ищу работу в Колпино,з/п не ук,Резюме
Для 17 летнего подростка,15 000,Резюме
"Работа с людьми, гос. служба, офисная работа",25 000,Резюме
"Электрика, слаботочка",з/п не ук,Резюме
Водитель с личным автомобилем,100 000,Резюме
Парикмахер,з/п не ук,Резюме
Портной по коже,50 000,Вакансии
"Инженер пожарной безопасности, го и чс",20 000,Резюме
"Подработка или работа почтальоном, платим сразу",22 000,Вакансии
"Event-менеджер, организатор мероприятий(не продажи",з/п не ук,Резюме
"Администратор, продавец кассир",28 000,Резюме
Специалист по релаксу(массаж),10 000,Резюме
Уборка помещений,з/п не ук,Резюме
"Преподаватель фортепиано, концертмейстер",з/п не ук,Резюме
Водитель кат. С по городу и ло на сканию тент,35 000,Вакансии
Подменю вашего машиниста экскаватора погрузчика,з/п не ук,Резюме
Водитель погрузчика,32 000,Резюме
Бухгалтер,45 000,Резюме
"Персональный водитель, помощник по хозяйству",50 000,Резюме
Помощник юриста,20 000,Резюме
Заместитель директора,40 000,Резюме
Ищу работу,20 000,Резюме
Администратор,з/п не ук,Резюме
Внутренние отделочные работы,з/п не ук,Резюме
Парикмахер,25 000,Вакансии
Помощник менеджера по персоналу,20 000,Резюме
Повар-стажер,з/п не ук,Резюме
Менеджер по снабжению,40 000,Резюме
Электромонтажники,з/п не ук,Резюме
Токарь-универсал,50 000,Вакансии
"Кладовщик, администратор, озеленитель",35 000,Резюме
Штукатур,65 000,Вакансии
Рядовой рабочий,5 000,Резюме
"Начальник, менеджер отдела снабжения, ахо",з/п не ук,Резюме
Репетитор по математике,450,Резюме
Ищу работу с гибким графиком,13 000,Резюме
Психолог,з/п не ук,Резюме
"Офис-менеджер, оператор пк, секретарь",20 000,Резюме
"Учитель физкультуры, физической культуры, физрук",25 000,Резюме
Ищу работу на своей Газели,350,Резюме
Требуются Отделочники и Каменщики,80 000,Вакансии
Машинист экскаватора погрузчика,250,Резюме
Визажист. Мастер по макияжу,20 000,Резюме
Ищу работу сиделки (с проживанием),з/п не ук,Резюме
"Водитель кат ""В"" ""С""",з/п не ук,Резюме
Машинист экскаватора - погрузчика CAT,70 000,Резюме
Специалист по ж/д перевозкам,50 000,Резюме
"Дома под ключ. кровли, фасады, заборы, фундаменты",з/п не ук,Резюме
"Продавкц, мастер по ремонту",35 000,Резюме
Работа водителем В С,30 000,Резюме
"Администратор салона красоты, диспетчер, кассир",20 000,Резюме
Отделочник универсал,50 000,Резюме
Водитель на своей газели 1.5 т,55 000,Резюме
Ищу работу,35 000,Резюме
Офис-менеджер,30 000,Резюме
Студент магистратуры (Экономика),25 000,Резюме
Водитель (В),50 000,Резюме
"Ведущий мероприятий и организатор, свадеб, юбилеев",з/п не ук,Резюме
Программист Битрикс,з/п не ук,Резюме
Мобильный мерчендайзер,8 500,Резюме
Геодезист,40 000,Резюме
Инженер - энергетик,55 000,Резюме
Охранник кассиров- контролёров,30 000,Вакансии
Шиномонтажник-слесарь,30 000,Вакансии
Горный инженер,150 000,Резюме
Мужской мастер / парикмахер / барбер,з/п не ук,Вакансии
Машинист крана,30 000,Резюме
Бухгалтер,30 000,Резюме
Специалист по продаже земель,з/п не ук,Вакансии
Оператор линии,40 000,Резюме
Любая работа,з/п не ук,Резюме
Подработка выходные дни,10 000,Резюме
"Front-end разработчик, верстальщик",30 000,Резюме
"Маникюр, педикюр, наращивание ресниц",500,Резюме
Специалист технического отдела,з/п не ук,Резюме
"Бухгалтер, заместитель главного бухгалтера",40 000,Резюме
Хореограф,з/п не ук,Резюме
Заместитель генерального директора,80 000,Резюме
Ищу работу,40 000,Резюме
Монтажники кондиционеров - вентиляции,з/п не ук,Резюме
"Официант, Упакофщик",40 000,Резюме
Семейный (персональный) водитель,45 000,Резюме
Буфетчица/кассир,1 200,Резюме
"Фитнес тренер, препаватель танцев",з/п не ук,Резюме
Сотрудник,30 000,Резюме
"Юрист, помощник юриста",з/п не ук,Резюме
Водитель курьер,2 000,Резюме
Прораб,50 000,Резюме
Ищу работу,з/п не ук,Резюме
"Требуются Швеи, Закройщик, Утюжильщица",25 000,Вакансии
Строительство каркасных домов,1 999,Резюме
Монтажник вентиляции,250,Резюме
"Маляры, подсобные рабочие",31 000,Вакансии
Водитель газели,з/п не ук,Резюме
Ищу работу,25 000,Резюме
Ищу работу,25 000,Резюме
"Менеджер/ассистент по персоналу, рекрутер",25 000,Резюме
Водитель категория В и С,з/п не ук,Резюме
Диспетчер,30 000,Резюме
"Управляющий, руководитель подразделения",40 000,Резюме
Ищу работу,з/п не ук,Резюме
Диагност электрик,45 000,Резюме
Маляр,з/п не ук,Резюме
Преподаватель английского,1 200,Резюме
"Руководителя, начальника",2 500,Резюме
Организатор мероприятий. помощник организатора,з/п не ук,Резюме
"Здоровый спортивный парень, хочу найти высокооплач",50 000,Резюме
"Администратор, менеджер",26 000,Резюме
Врач-стоматолог терапевт,з/п не ук,Резюме
"Руководитель тендерного отдела, директор/зам-ль",60 000,Резюме
"Помощник юриста, нотариуса",з/п не ук,Резюме
Администратор салона красоты,25 000,Резюме
"Стропальщик, формовщик жби",30 000,Резюме
Няня,з/п не ук,Резюме
Юрист,з/п не ук,Резюме
Кассир,26 000,Резюме
Главный инженер. директор,70 000,Резюме
"Архитектор, техник-архитектор, дизайнер",20 000,Резюме
"Актер, аниматор, педагог",з/п не ук,Резюме
Монтажник слаботочных систем,30 000,Вакансии
"Старший кассир, Менеджер расчетно-кассового узла",35 000,Резюме
Продавец график 2/2,2 500,Резюме
Ищу работу,2 000,Резюме
Инженер-конструктор,45 000,Резюме
Продавец магазина 24 часа,1 300,Резюме
Разносчик газет (г. Ломоносов),6 000,Вакансии
Менеджер по логистике-экспедитор,40 000,Вакансии
"Бухгалтер, экономист, администратор",з/п не ук,Резюме
Ищу работу,60 000,Резюме
"Секретарь, делопроизводитель",20 000,Резюме
"Главный бухгалтер, заместитель главного бухгалтера",з/п не ук,Резюме
"Строитель, разнорабочий на стройке",20 000,Резюме
"Помощник дизайнера, стажер, помощник арт-директора",10 000,Резюме
Менеджер в офис автострахования,35 000,Вакансии
"Водитель с личным а/м Газель, 1.5 т., фургон 4 м",3 000,Резюме
"Тренер по хоккею, хоккей",1 000,Резюме
Уборщица,з/п не ук,Резюме
Кладовщик,40 000,Резюме
Портной на дому - портного по женской одежде,60 000,Вакансии
"Электронные торги, конкурсы, аукционы",1 000,Резюме
Автомаляр со знанием жестянки и арматуры,70 000,Вакансии
"Плиточник, отделочник, монтажник гкл, и многое др",,Резюме
Репетитор по русскому языку,1 200,Резюме
Домработница,з/п не ук,Резюме
Ищу работу рабочим,з/п не ук,Резюме
Ищу работу экспедитора,40 000,Резюме
Сиделка,з/п не ук,Резюме
"Начальник производства, управляющий",50 000,Резюме
Геодезист,40 000,Резюме
Автомойщик-предлагаю работу,30 000,Вакансии
"Помощник, подсобный рабочий, подработка",200,Резюме
Продавец в кондитерский отдел,1 200,Резюме
"Офис менеджер, оператор",25 000,Резюме
Оператор пескоструйных работ,1 000,Вакансии
"Оператор пк, Резчик, Любая работа",з/п не ук,Резюме
Операционист-бухгалтер,30 000,Резюме
"Любая должность, требующая ответственности",20 000,Резюме
Разнорабочий на строику,1 200,Вакансии
Администратор/хостес,30 000,Резюме
Нет,40 000,Резюме
Продавец-кассир,25 000,Резюме
Журналист / Вокалист / Работа с детьми и молодежью,30 000,Резюме
"Оператор call-центра, продавец, менеджер",20 000,Резюме
"Территориальный менеджер, менеджер по тендерам",60 000,Резюме
Главный бухгалтер,20 000,Резюме
Видеооператор/монтажер,100,Резюме
Сотрудник фотоцентра,12 000,Вакансии
Водитель такси,45 000,Вакансии
Продавец зоотоваров,30 000,Вакансии
Полировщик-щиномонтажник авто,40 000,Резюме
Сварка. сантехника и др,з/п не ук,Резюме
Специалист по взысканию задолженности,35 000,Резюме
Водитель,45 000,Вакансии
Сотрудник,120,Резюме
Швея портниха,з/п не ук,Резюме
Повар универсал,25 000,Вакансии
"Продавец-консультант, хостес, курьер",15 000,Резюме
Требуются монтажники,60 000,Вакансии
"Юрист, специалист",з/п не ук,Резюме
Раскройщица чехлов для диванов,40 000,Вакансии
Алминистратор - управляющий,30 000,Резюме
"Помощник, ученик",1 800,Резюме
Менеджер по закупкам,20 000,Резюме
Мастер маникюра. педикюра,з/п не ук,Резюме
Педагог,27 000,Резюме
"Кассир, администратор продуктового магазина",28 000,Резюме
"Экспедитор, комплектовщик",40 000,Резюме
Помощник дизайнера,10 000,Резюме
Проектирование ов,з/п не ук,Резюме
"Инженер-проектировщик ов, тс",з/п не ук,Резюме
Сварщик ищет разовые работы,з/п не ук,Резюме
Сис. админ / Оператор пк / Тестировщик по и игр,20 000,Резюме
Кассир на линию раздачи,23 000,Вакансии
"Сборка мебели на дому, сборка офисной мебели",1 000,Резюме
"Личный помощник, секретарь-референт, офис-менеджер",30 000,Резюме
"Ищу работу, в идеале с ежедневной оплатой",1 200,Резюме
Начальник отдела сбыта,50 000,Резюме
Грузчик,з/п не ук,Резюме
"Водитель В, С. машинист экскаватора гусеничного",40 000,Резюме
Продавец-консультант,25 000,Вакансии
Курьер,5 000,Вакансии
Ищу работу,з/п не ук,Резюме
"Секретарь, администратор, офис-менеджер и т. д",30 000,Резюме
Любая,30 000,Резюме
Любая,30 000,Резюме
Администратор,20 000,Вакансии
Главный бухгалтер,з/п не ук,Резюме
Требуется Дворники и Уборщицы,21 000,Вакансии
Монтажник (бригадир) алюминиевых констр и стеклоп,50 000,Вакансии
Менеджер по прадаже дверей,25 000,Вакансии
"Продавец-консультант, официант",10 000,Резюме
Работа,89 650 634 454,Резюме
Ищу подработку на месяц,1 500,Резюме
"Кухонный работник ресторана ""Сабвэй""",130,Вакансии
Водитель,з/п не ук,Резюме
Водитель с личным микроавтобусом,300,Резюме
Администратор салона красоты,25 000,Резюме
Личный(персональный) водитель,60 000,Резюме
Водитель В С Д,30 000,Резюме
"Грузчик, сборщик заказов",22 000,Резюме
"Администратор, официант, продавец, журналист",15 000,Резюме
Php-программист,з/п не ук,Резюме
Автомойщик,30 000,Вакансии
Конструктор для проектирования алюминиевых витраж,70 000,Вакансии
"Репетитор фортепиано, сольфеджио. Подготовка",600,Резюме
