Вакансия,Зарплата,Тип
"Сварщики, Разнорабочие",65 000,Вакансии
It-спец,з/п не ук,Резюме
Администратор в детскую комнату,1 000,Вакансии
Продавец-консультант,25 000,Вакансии
"Администратор, Менеджер",з/п не ук,Резюме
Повар холодного цеха,27 000,Вакансии
Автослесарь,40 000,Резюме
"Управляющий, Руководитель, Директор",з/п не ук,Резюме
Грузчики. водитель. машина. переезд,200,Резюме
Су-шеф,45 000,Резюме
Няня,200,Резюме
Повар-универсал,28 000,Вакансии
Подсобные рабочие (вахтовый метод),40 000,Вакансии
Разнорабочий,1 500,Вакансии
Грузчик-такелажник,1 500,Вакансии
Оператор call центра,25 000,Вакансии
Художник,35 000,Резюме
Помощники мастерам (ежедневные выплаты),1 000,Вакансии
Разнорабочие (ежедневные выплаты),1 000,Вакансии
Поваром работать,2 000,Резюме
Уборщица в Автоцентр,27 500,Вакансии
Менеджер,25 000,Резюме
Отделочники,80 000,Вакансии
Клиент-менеджер,49 000,Резюме
Водитель BC,45 000,Резюме
Менеджер по поиску и закупки металлолома,100 000,Вакансии
Бухгалтер на дому,3 000,Резюме
Массажистка,1 000,Резюме
"Промоутер, раздача листовок",з/п не ук,Резюме
Водитель с личным автомобилем,з/п не ук,Резюме
Электро-монтажник- сантехник,100 000,Резюме
Помощник сборщика мебели,з/п не ук,Резюме
Массажистка,2 000,Резюме
Администратор,з/п не ук,Резюме
"Специалист пто, инженер пто",120 000,Вакансии
Ищу бригаду штукатуров (машинная штукатурка),з/п не ук,Вакансии
"Ищу любую работу -подработку, желательно с ежеднев",1 500,Резюме
Администратор гостиницы,23 000,Вакансии
Уборщица утренняя (ст. м. Автово),10 500,Вакансии
Сборщик корпусной мебели,з/п не ук,Резюме
"Водитель персональный со своим автомобилем, не для",80 000,Резюме
Повар,30 000,Резюме
Руководитель службы безопасности и охраны,50 000,Резюме
Тестомес / Пекарь,28 700,Вакансии
Автоюрист,50 000,Резюме
Уборка квартир и офисов. Будни),з/п не ук,Резюме
Электромонтер по ремонту электрооборудования,29 000,Вакансии
"Оператор 1С, помощник менеджера",25 000,Резюме
Швея в ателье вакансия,25 000,Резюме
Помощник системного администратора,30 000,Вакансии
Художник - дизайнер - архитектор,30 000,Резюме
Продавец продуктов питания,20 000,Резюме
Администратор отеля,17 000,Вакансии
Массажист,30 000,Резюме
"Персональный, семейный водитель/Офисный водитель",50 000,Резюме
Водитель бизнес-такси,40 000,Вакансии
Кассир-продавец сантехники,30 000,Вакансии
Руководитель направления стоматологии,20 000,Вакансии
"Инженер по охране труда, П и пб, экологии",з/п не ук,Резюме
"Переводчик с датского, французского, репетитор",з/п не ук,Резюме
Сотрудник отдела продаж,35 000,Вакансии
Домработница,з/п не ук,Резюме
Водитель на личном автомобиле Mercedes G 500,з/п не ук,Резюме
Ищу работу,з/п не ук,Резюме
"Няня, помощница по дому",з/п не ук,Резюме
Водитель категории Е (контейнеровоз),з/п не ук,Вакансии
"Администратор, оператор пк, диспетчер",20 000,Резюме
"Техник, монтажник, инженер слабот. систем безопас",40 000,Вакансии
Работа в ночь,30 000,Резюме
Бармен-официант,1 300,Вакансии
Слесарь,з/п не ук,Резюме
Электромонтажник-наладчик слаботочных систем,з/п не ук,Резюме
Разнорабочий,35 000,Резюме
Повар-универсал,1 500,Вакансии
Актуально резюме (в поисках работы),з/п не ук,Резюме
"Руководитель мто, Начальник отдела закупок",90 000,Резюме
"Ищу подработку, или на постоянку",25 000,Резюме
Подработка,1 500,Резюме
Врач-невролог,з/п не ук,Резюме
Сопровождение,200,Резюме
Подработаю грузчиком/привлеку к работе напарников,з/п не ук,Резюме
Бухгалтер/ооо. ип,з/п не ук,Резюме
Ремонт квартир,з/п не ук,Резюме
"Мастер маникюра, педикюра, наращивание ногтей",30 000,Резюме
"Столяр-станочник, специалист по окнам и дверям",30 000,Вакансии
Главный бухгалтер,50 000,Вакансии
Учитель английского языка,з/п не ук,Резюме
Прораб/Мастер смр,42 000,Резюме
"Водитель-экспедитор кат B, C",38 000,Резюме
Автослесарь по ремонту Европейских грузовиков,50 000,Вакансии
Парикмахер. Мастер маникюра. Визажист,з/п не ук,Резюме
"Вахтёр, консьерж",10 000,Резюме
"Техник по эксплуатации зданий, сантехник, электрик",40 000,Вакансии
Швея закройщик,35 000,Вакансии
Продавец,з/п не ук,Вакансии
Инструктор по вождению вашего автомобиля,1 000,Резюме
"Фасовщица, упаковщица (Русско-Высоцкое)",25 000,Вакансии
Охранник без лицензии,52 500,Вакансии
Инженер-проектировщик,65 000,Резюме
Ищу работу на 1-2 октября,з/п не ук,Резюме
Косметолог,з/п не ук,Резюме
Массажист,25 000,Резюме
Любая работа,700,Резюме
Менеджер,з/п не ук,Резюме
"Оператор пк, контент-менеджер",15 000,Резюме
Администратор салона красоты,30 000,Резюме
Мастер стрижки и массажа,1 500,Резюме
"Водитель такси (заказов много, график любой)",90 000,Вакансии
Кровельщик. Монтажник домов из калиброванного брев,65 000,Резюме
Машинист автогрейдера погрущика катка,50 000,Резюме
Шпаклёвка наклейка абой штукатурка маляр,з/п не ук,Резюме
Сторож ночной(ночь через три),з/п не ук,Резюме
Бухгалтер,з/п не ук,Резюме
Сборщик календарей,20 000,Вакансии
Выездной компьютерный мастер,77 000,Вакансии
"Садовник, помощник, охрана",з/п не ук,Резюме
"Повар универсал ""Тойота Центр Автово""",27 000,Вакансии
Водитель с личным микроавтобусом,300,Резюме
Мастер отдела подключений/монтажник,45 000,Вакансии
Менеджер по привлечению клиентов,60 000,Вакансии
Продавцы,25 000,Вакансии
Водитель-экспедитор кат В,35 000,Резюме
Кладовщик комлетовщик,27 000,Резюме
Горничная (мини-отель),12 000,Вакансии
Менеджер по активным продажам,з/п не ук,Резюме
Водитель авто-электропогрузчика,40 000,Резюме
Уборщик служебных помещений,22 000,Вакансии
Водитель такси в свободном графике,90 000,Вакансии
Водитель в службу приоритетных заказов такси,55 000,Вакансии
Водитель такси на своем или на автомобиле компании,70 000,Вакансии
Водитель с личным автомобилем opel mokka,з/п не ук,Резюме
Водитель службы доставки,150 000,Вакансии
Плотник,1 000,Резюме
Помощник бухгалтера,20 000,Резюме
Водитель,40 000,Резюме
Продавец-кассир в буфет (Петергоф),25 000,Вакансии
Специалист по массажу,25 000,Резюме
"Авто-няня, няня",80 000,Резюме
Охрана(вахта),1 800,Резюме
Ищу работу,20 000,Резюме
Официант,25 000,Вакансии
Работник торгового зала (Стокманн-сумасшедшие дни),8 000,Вакансии
Подработка для кассиров,12 000,Вакансии
Водитель электроштабелера,30 000,Вакансии
Продавец в гипермаркет,28 500,Вакансии
Грузчик,35 000,Вакансии
Водитель рефрижератора,150 000,Вакансии
Бухгалтер-товаровед,30 000,Вакансии
Продавец-кассир Колпино,25 000,Резюме
Продавец флорист с опытом и без,25 000,Вакансии
Фасовщики (мужчины),35 000,Вакансии
Сварщик на гнутые металлические двери,900,Вакансии
Менеджер по продажам,10 000,Резюме
Маркировщица,30,Резюме
Сортировщик лома и отходов металла/рабочий,38 000,Вакансии
Упаковщица,30 000,Вакансии
Швея,25 000,Вакансии
Водитель с категорией B,7 000,Резюме
Курьер с личным автомобилем,з/п не ук,Резюме
Рабочий на производство рти,42 000,Вакансии
Уборщица в магазин,18 000,Вакансии
Торговый представитель,40 000,Резюме
Повар-универсал,1 700,Вакансии
Программист в т. ч. web,30 000,Вакансии
Комплектовщики (Парнас),30 000,Вакансии
Требуется уборщик,30 000,Вакансии
Ищу работу сиделки с проживанием,30 000,Резюме
Уборщица на 6/8 часов,24 000,Вакансии
Менеджер по персоналу(С-Пб),50 000,Вакансии
Контролер-охранник,22 000,Вакансии
Зачистник,30 000,Вакансии
"Помощник юриста, юрист",з/п не ук,Резюме
Монтажник систем кондиционирования,50 000,Вакансии
Менеджер по продажам,35 000,Вакансии
Массажистка,29 000,Резюме
Менеджер (продавец) автозапчастей,30 000,Вакансии
Любая,25 000,Резюме
Менеджер оптового склада детских товаров,35 000,Вакансии
"Продавец-кассир 10 ч. в неделю (тц ""Лето"")",6 600,Вакансии
"Кассир в тц ""Сенная""",26 400,Вакансии
"Продавец-контролер 30 ч в неделю(м.""Звездная"")",19 800,Вакансии
Продавец-кассир 30ч в неделю Континент на Звездной,19 800,Вакансии
"Продавец-кассир (Континент м.""Звездная"")",26 400,Вакансии
"Кладовщик 30 часов в неделю (тц ""Атмосфера"")",19 800,Вакансии
"Кладовщик в тц ""рио""",26 400,Вакансии
Разнорабочие на демонтаж с еженедельной оплатой,34 000,Вакансии
Водитель такси. 50/50,61 000,Вакансии
Веб-дизайнер / лендинг / сайты,8 000,Резюме
"Продавец-кассир (тц""Июнь"")",26 400,Вакансии
"Продавец-кассир 20 ч. в неделю тц""Лондон Молл""",13 200,Вакансии
"Продавец-кассир (тц ""Галерея"")",26 400,Вакансии
"Продавец - кассир (тц ""Мега Парнас"")",26 400,Вакансии
"Продавец - кассир в тц ""Гулливер""",26 400,Вакансии
"Продавец - кассир (тц ""Галерея 1814"")",26 400,Вакансии
"Продавец - кассир (тц ""Лето"")",26 400,Вакансии
"Художник-педагог, дизайнер",25 000,Резюме
Продавец в салон сотовой связи,45 000,Резюме
Юрист по совместительству,з/п не ук,Резюме
"Кафельщики, отделочники-универсалы",60 000,Вакансии
Педагог раннего развития. Воспитатель,20 000,Резюме
Государственный служащий,30 000,Резюме
Бухгалтер на первичную документацию,20 000,Резюме
Врач,60 000,Резюме
Официантка,5 000,Вакансии
Дизайнер,30 000,Резюме
Домработница,1 500,Резюме
Менеджер по рекламе,40 000,Резюме
"Шеф-повар, заведующий производством",50 000,Вакансии
Грузчики/Разнорабочие. Ежедневные выплаты,49 000,Вакансии
Буфетчик продавец /подработка,20 000,Вакансии
Бухгалтер (2дня в нед. + 2-3часа день),з/п не ук,Резюме
"Энергетик, гл. спец., гип, руководитель объекта",80 000,Резюме
Упаковщики суши (жилье+ питание+ авансы),58 600,Вакансии
Массажист,з/п не ук,Резюме
Ищу работу тайный покупатель,з/п не ук,Резюме
"Певица, артистка, вокалистка",з/п не ук,Резюме
"Смотритель за садом, уход за растениями",з/п не ук,Резюме
Отделочник,80 000,Резюме
Грузчик в продовольственный универсам,35 000,Вакансии
Водитель,70 000,Вакансии
Администратор салона красоты,25 000,Резюме
Автомойщик,30 000,Вакансии
Инженер по охране труда/Инженер-эколог,10 000,Резюме
"Администратор, помощник",30 000,Резюме
"Шеф-повар, Шеф повар",з/п не ук,Резюме
Продавец в магазин трикотажа,40 000,Вакансии
Промышленный альпинист,6 000,Резюме
Главный бухгалтер удаленно,10 000,Резюме
Пекарь,1 300,Вакансии
Инженер-геодезист,50 000,Резюме
"Оператор пк, помощник менеджера, менеджер",25 000,Резюме
Водитель автокрана 25 тонн,70 000,Вакансии
Монтажник окон пвх,60 000,Резюме
Швея-Портная,35 000,Вакансии
"Монтажник, электромонтажник",71 000,Вакансии
Разнорабочий на производство,40 000,Резюме
Муж на час,500,Резюме
"""Грузчик, в любое время, любой район-с напарником""",з/п не ук,Резюме
Ищу работу в Кировском районе,1 000,Резюме
Водитель. Экспедитор,50 000,Вакансии
Государственный служащий,50 000,Резюме
Инженер проектировщик пгс,з/п не ук,Резюме
Офис-менеджер,з/п не ук,Резюме
Требуется инженер пто,50 000,Вакансии
Диспетчер - логист,25 000,Резюме
Химик-технолог,15 000,Резюме
Подработка,з/п не ук,Резюме
Оператор интернет-магазина удаленно,з/п не ук,Резюме
Уборщица. Подработка,10 003,Резюме
"Помощник главного бухгалтера, Помощник бухгалтера",20 000,Резюме
Оператор пк/ оператор 1с,25 000,Резюме
Живописец по фарфору,з/п не ук,Вакансии
Управляющий филиалами,100 000,Резюме
Ищу работу,18 000,Резюме
Водитель такси,90 000,Вакансии
Ищу сиделку c проживанием,25 000,Вакансии
Инженер пожарной безопасности,55 000,Резюме
Главный бухгалтер,60 000,Резюме
Начальник участка,80 000,Резюме
Менеджер по логистике,50 000,Вакансии
Монолитчики,2 499,Резюме
Продавец-консультант,з/п не ук,Резюме
Работа на дому,1 000,Резюме
"Бухгалтер, экономист",850,Резюме
Водитель самосвала полуприцепа,70 000,Вакансии
"Набор текста, редактирование",150,Резюме
Подработка,1 000,Резюме
Администратор,з/п не ук,Резюме
Повар-универсал,45 000,Вакансии
"Помощник руководителя, администратор",з/п не ук,Резюме
Продавец автозапчастей,55 000,Резюме
Повар горячего цеха,30 000,Вакансии
Администратор салона,25 000,Резюме
Рассмотрю интересную работу,35 000,Резюме
Опеоатор линии,40 000,Резюме
Помощник панорамного фотографа (удаленно),30 000,Вакансии
Слесарь механикосборочных работ 4 р,35 000,Резюме
Бухгалтер на сдачу отчетности,1 000,Резюме
Разнорабочий на производство,35 000,Резюме
Разноробочий,2 000,Резюме
Без опыта,2 000,Резюме
Рабочий,2 000,Резюме
Сварщик,з/п не ук,Резюме
Помощник бухгалтера. офис менеджер,20 000,Резюме
"Кладовщик-комплектовщикупаковщик, грузчик",з/п не ук,Резюме
Специалист/агент/менеджер по недвижимости,30 000,Вакансии
Управляющий руководитель ахо-фок,55 000,Резюме
"Требуется сантехники, отделочники/строители",45 000,Вакансии
Требуется подмастерье (подсобник),33 000,Вакансии
Менеджер по продажам зимних санок - ватрушек,30 000,Вакансии
Ищу работа,35 000,Резюме
Регулировщик окон пвх-ищу работу или подработку,з/п не ук,Резюме
"Оператор, администратор, менеджер",25 000,Резюме
Помощник архитектора,20 000,Резюме
Пеший курьер по вызову,з/п не ук,Резюме
Промоутер распространитель,30 000,Вакансии
Администратор баз данных,30 000,Резюме
Продавец-кассир,1 500,Резюме
"Бухгалтер на участок, Бухгалтер по учету тмц",40 000,Резюме
"Курьер по доставке еды, цветов, документов",з/п не ук,Резюме
Водитель автобетоносмесителя (Красногвар-ий р-н),70 000,Вакансии
Менеджер,50 000,Резюме
Личный помощник руководителя,45 000,Резюме
"Домработница, помощница по хозяйству",2 000,Резюме
Кассир-продавец,30 000,Вакансии
Продавец-консультант торгового зала,25 000,Вакансии
Специалист,40 000,Резюме
Врач-ревматолог,35 000,Резюме
Певица академический вокал,20 000,Резюме
Командир отделения,40 000,Резюме
Менеджер по персоналу,35 000,Резюме
"Документовед, делопроизводитель, секретарь",20 000,Резюме
"Рабочие на производство пуховиков, зп ежедневно",86 000,Вакансии
Инженер по эксплуатации зданий,60 000,Резюме
Уборщик,30 000,Вакансии
Главный бухгалтер с опытом работы,10 000,Резюме
Сиделка домработница,35 000,Резюме
Водитель,з/п не ук,Резюме
Уборщица,10 000,Резюме
Подсобный рабочий,25 000,Вакансии
Мойщица,25 000,Вакансии
Продавец-кассир,21 000,Вакансии
Любая работа,15 000,Резюме
Мастер шиномонтажа,40 000,Вакансии
Ищу работу в охране,20 000,Резюме
Архитектор/помощник архитектора,30 000,Резюме
"Работник, рабочий, ученик, помощник",40 000,Резюме
Бухгалтер-кассир,35 000,Резюме
Администратор,30 000,Резюме
Продавец-консультант не прод. товаров,20 000,Резюме
Менеджер по продажам в Колпино,30 000,Резюме
Массаж для взрослых,2 000,Резюме
Водитель категории С,60 000,Вакансии
Водитель такси,80 000,Вакансии
"Администратор, продавец-консультант",30 000,Резюме
Массажистка,2 000,Резюме
Парикмахер универсал,3 000,Вакансии
Продавец-кассир,30 000,Вакансии
Повар-пиццер универсал,1 500,Вакансии
Сварщик,3 500,Резюме
"Администратор салона красоты, кассир",з/п не ук,Резюме
Любая,з/п не ук,Резюме
Помощник адвоката,15 000,Резюме
Постоянная работа,з/п не ук,Резюме
Дизайнер-конструктор одежды,з/п не ук,Резюме
Монтажник натяжных потолков,90 000,Вакансии
"Администратор, Курьер, Бухгалтер, Экономист",з/п не ук,Резюме
Главный бухгалтер (частичная занятость),15 000,Резюме
Автослесарь,60 000,Вакансии
Автомеханик-моторист,60 000,Вакансии
"Администратор Арт-кафе ""Домовенок""",25 000,Вакансии
"Домработница, помощница по хозяйству, уборщица",з/п не ук,Резюме
Сборщик пластиковых конструкций,25 000,Вакансии
Водитель в ночь кат. В,40 000,Резюме
Специалист в области изготовления наружной рекламы,30 000,Вакансии
Модельер- конструктор,35 000,Вакансии
Водитель автомобиля,40 000,Резюме
"Мясоруб на производство, расчёт после смены",87 000,Вакансии
Требуются уборщицы. 2/2 (м. Черная речка),17 500,Вакансии
Менеджер,35 000,Резюме
Требуется Парикмахер-универсал,60 000,Вакансии
Диспетчер-логист,з/п не ук,Вакансии
"Менеджер, партнер",15 000,Резюме
"Администратор, менеджер",30 000,Резюме
Стоматолог ортопед в Стрельну,150 000,Вакансии
Продавец,18 000,Вакансии
Сборщики/укладчики мебели (вахта с жильём) спб,74 000,Вакансии
Водители на машине (раскат авто ),1 300,Вакансии
Тренер по карате в детский центр,500,Вакансии
Мастер по ремонту телефонов. С опытом и Без опыта,50 000,Вакансии
Менеджер по продажам,35 000,Вакансии
Дизайнер интерьера,з/п не ук,Резюме
Разнорабочий,40 000,Резюме
Водитель на подработку. Удаленное подключение,50 000,Вакансии
"Помощник в офисе, менеджер по закупкам",25 000,Резюме
Html-верстальщик,30 000,Резюме
Все равно,20 000,Резюме
Водитель такси на авто компании,60 000,Вакансии
Ищу любую работу,з/п не ук,Резюме
Шеф повар,з/п не ук,Резюме
Генеральный директор,120 000,Резюме
Разнорабочий на подработку,1 000,Вакансии
Гипсокартонщики,з/п не ук,Резюме
"В поиске халтур/рфГрузчик, бригада, по звонку",з/п не ук,Резюме
Ищу любую работу есть прова кат. В. С,35 000,Резюме
"Начальник цеха, зам. начальника цеха, мастер",50 000,Резюме
Ученик,15 000,Резюме
Менеджер по продажам,50 000,Вакансии
Бригадир клининга,38 000,Вакансии
"Продавец-кассир в тк ""Северный молл""",30 000,Вакансии
"Сборщик заказов, продавец",1 200,Вакансии
"Автоэлектрик, Автослесарь",50 000,Вакансии
"Продавец-кассир в тк ""Порт Находка"" (м. Рыбацкое)",28 000,Вакансии
Менеджер по работе с клиентами,з/п не ук,Резюме
Посудомойщица,15 500,Вакансии
Менеджер по продаже/снабжению/закупке/развитию,100 000,Резюме
"Подсобный рабочий, разнорабочий",1 000,Вакансии
"Продавец-кассир в тк ""мега Дыбенко""",30 000,Вакансии
"Инженер, технический специалист",50 000,Резюме
Газель. Вывоз мусора фургон юг города,1 499,Резюме
Плотник,3 000,Резюме
Слесарь-сантехник,80 000,Резюме
Охранник или ст. охранник,з/п не ук,Резюме
Машинист экскаватора,60 000,Резюме
Повар,31 000,Вакансии
"Продавец-кассир в тк ""пик"" (м. Сенная пл.)",30 000,Вакансии
Мерчендайзер на подработку Парк Победы,11 000,Вакансии
Сантехник,з/п не ук,Резюме
Комплектовщик декоративной косметики(вахта) спб,60 000,Вакансии
Администратор,30,Резюме
Менеджер по продажам,з/п не ук,Вакансии
Промоутер,з/п не ук,Вакансии
"Продавец-кассир в тк ""Европолис"" (м. Лесная)",30 000,Вакансии
Продавец-консультант,25 000,Вакансии
Менеджер по продаже мебели на заказ,40 000,Вакансии
Требуются плотники,8 000,Вакансии
Парикмахер-универсал,45 000,Вакансии
Требуютя водители категории С,45 000,Вакансии
Приходящая сиделка (Уход за пожилыми людьми),з/п не ук,Резюме
Секретарь/Администратор,30 000,Резюме
Массажистка,300,Резюме
Медсестра в Стрельну,30 000,Вакансии
Установщик ксенонового оборудования на авто,40 000,Вакансии
Бухгалтер,17 800,Вакансии
Повар-универсал,1 500,Вакансии
"Грузчик, м. Купчино / Международная",25 000,Вакансии
Ищу работу,з/п не ук,Резюме
Мастер маникюра-педикюра,60 000,Вакансии
Кузнец художественной ковки,60 000,Вакансии
"Гл. бухгалтер, восстановление учета, Налоги, Аудит",з/п не ук,Резюме
"Каменщик, подсобный рабочий",50 000,Вакансии
"Начальник, зам. начальника, менеджер кдп",50 000,Резюме
Водитель,з/п не ук,Вакансии
Менеджер по поиску мест под установку кофейных авт,7 000,Вакансии
Старший повар,40 000,Вакансии
Упаковщики контактных линз 5/2 -постоянка спб,21 000,Вакансии
Педагог дополнительного образования,25 000,Резюме
Курьер развозка суши пиццы,45 000,Вакансии
Требуется водитель,з/п не ук,Вакансии
Уборщица,з/п не ук,Резюме
Водитель,з/п не ук,Вакансии
Водитель на своем или вашем легковом авто,300,Резюме
SMM Менеджер,25 000,Резюме
Менеджер,40 000,Резюме
Бармен,35 000,Вакансии
Повар-универсал,40 000,Вакансии
Художник,з/п не ук,Резюме
"Сторож-контролёр, Охранник без лицензии",21 750,Вакансии
"Массажист, специалист по хиджама",з/п не ук,Резюме
Управляющий (администратор),50 000,Резюме
"Разнорабочие, Подсобники",1 300,Резюме
Переводчик с английского языка,з/п не ук,Вакансии
"Грузчик, Разнорабочий",38 000,Вакансии
Водитель такси,60 000,Вакансии
"Секретарь, помощник руководителя",40 000,Резюме
Охранник дневной,23 000,Вакансии
Монтажник входных стальных дверей,100 000,Вакансии
Ученик автослесаря,25 000,Резюме
Машинист тракторист,250,Резюме
"Водитель, водитель экспедитор, логистика",55 000,Резюме
Продавец-консультант,40 000,Вакансии
Прораб,50 000,Вакансии
Разнорабочий,1 500,Резюме
Помощник пекаря (ст. м. Московская),21 500,Вакансии
Архитектор (Внештатный),5 000,Резюме
Курьер-пеший с ежедневной,з/п не ук,Резюме
Расчётчик конструкций зданий (внештатный),1 000,Резюме
Подработка,з/п не ук,Резюме
Буфетчица/буфетчик-официант,з/п не ук,Вакансии
Продавец бытовой техники,38 000,Вакансии
Охранник,38 000,Вакансии
Официант на банкеты,2 000,Резюме
Личный помощник руководителя,30 000,Вакансии
Бухгалтер,5 000,Резюме
Водитель кат. С на самосвал,60 000,Вакансии
Администратор,20 000,Резюме
Бухгалтер,5 000,Резюме
Водитель на манипулятор,50 000,Вакансии
"Кладовщик-комплектовщик, подсобник, с обучением",40 000,Резюме
"Продавец-консультант (пр. Просвещения, д.80)",23 800,Вакансии
Мастер универсал,80 000,Резюме
Работник склада,65 000,Вакансии
Повар-универсал,35 000,Вакансии
Официант,30 000,Вакансии
"Старший администратор, управляющая салоном",40 000,Вакансии
Курьер с ежедневными выплатами,27 000,Вакансии
Администратор Парголово (м. пр Просвещения),30 000,Вакансии
Оператор на телефон (м. Василеостровская),25 000,Вакансии
Ищу халтуры/грузчик/ (имеютсяРфнапарники),з/п не ук,Резюме
"Помощник/стажер адвоката, помощник юриста",20 000,Резюме
Водитель,40 000,Резюме
Официанты,30 000,Вакансии
Главный бухгалтер (приходящий),5 000,Резюме
Электрогазосварщик,300,Резюме
Массажистка /массажист,33 500,Резюме
Ведущий бухгалтер (удаленно),5 000,Резюме
Мойщица (пр. Просвещения д. 80),21 500,Вакансии
Шелкограф,50 000,Вакансии
Бухгалтер на участок (удаленно),5 000,Резюме
Младший юрист,30 000,Резюме
"Установщик терминалов, расчет после смены",87 000,Вакансии
Пекарь-кондитер,з/п не ук,Резюме
Продавец-консультант,25 000,Резюме
"Бухгалтер главный, аудитор (удаленно)",5 000,Резюме
"Начальник участка, прораб",80 000,Резюме
Помощник бухгалтера без опыта (с обучением),20 000,Вакансии
Графический дизайнер,26 000,Резюме
Администратор/секретарь/офис-менеджер,50 000,Резюме
Бухгалтер (удаленно),5 000,Резюме
Машинист экскаватора категория Е,з/п не ук,Резюме
Требуются водители в Гет такси комиссия 18 процен,90 000,Вакансии
Бригада монтажников систем вентиляции,з/п не ук,Резюме
Главный бухгалтер (удаленно),5 000,Резюме
Инженер технадзора,65 000,Резюме
Старший администратор гостиницы на ресепшн,45 000,Вакансии
Бригада электромонтажников,з/п не ук,Вакансии
Массажистка,1 500,Резюме
Любая должность,з/п не ук,Резюме
Мастер по ремонту(поклейка обоев),200,Резюме
Парикмахер-универсал,30 000,Вакансии
Грузчик разнорабочий,з/п не ук,Резюме
Продавец,з/п не ук,Резюме
Подработка,з/п не ук,Резюме
Работа водителем на дистпечерские заказы,75 000,Вакансии
Требуются разнорабочие,42 000,Вакансии
Мастер по изготовлению корпусной мебели,50 000,Вакансии
Строители рабочие,60 000,Вакансии
Охранник,50 000,Вакансии
"Водитель офисный, персональный, экспедитор, в д",з/п не ук,Резюме
"Психолог-консультант, тренер",1 000,Резюме
Менеджер по персоналу,33 000,Резюме
Обивщик мягкой мебели,30 000,Вакансии
"Плиточник, отделочник универсал, штукатур-маляр",50 000,Вакансии
Начальник технического отдела,60 000,Резюме
Массажист-консультант,40 000,Резюме
Водитель Бизнес такси на а/м компании,60 000,Вакансии
Администратор-бармен-буфетчица-продавец-кассир,30 000,Резюме
Водитель-экспедитор,35 000,Вакансии
Массажист,45 000,Резюме
Начинающий мастер ищет работу,30 000,Резюме
"Сантехники, мотажники пп труб, сварщики, бригады",50 000,Вакансии
Грузчик-подсобник,з/п не ук,Резюме
Менеджер по продажам новостроек (пр. Просвещения ),50 000,Вакансии
Водитель автомобиля,40 000,Резюме
"Корреспондент, ведущая, администоатор",18 000,Резюме
"Кассир, оператор 1С, кладовщик",30 000,Резюме
Помощник бухгалтера,15 000,Резюме
Начальник,з/п не ук,Резюме
Директор по проектированию/гип,120 000,Резюме
Продавец флорист,з/п не ук,Вакансии
Интернет-маркетолог,з/п не ук,Резюме
Рефрижератор 1.5 тн,3 500,Вакансии
Сапожник,60 000,Вакансии
Грузчик-комплектовщик,45 000,Вакансии
Контент-менеджер для работы на дому,з/п не ук,Вакансии
"Продавец-консультант (м. ""Василеостровская"")",23 000,Вакансии
Продавец-консультант,26 800,Вакансии
Посудомойщик-уборщик,22 000,Вакансии
Бухгалтер,30 000,Резюме
"Монтажник (слаботочные сети, электрика)",40 000,Вакансии
Водитель такси категории В / аренда авто,50 000,Вакансии
Рабочие на производство обоев. Обучим+ авансы,63 100,Вакансии
Экспедитор (оплата сразу),68 000,Вакансии
Наплавляемая Кровля,100,Резюме
"Водитель-курьер, курьер пеший",35 000,Резюме
Системный администратор,80 000,Резюме
Шеф-повар,90 000,Резюме
Выездной компьютерный мастер,50 000,Резюме
Промоутер-продавец,250,Вакансии
Фасовщица(ца) Маркировщик(ца) Оплата после смены,75 000,Вакансии
Водитель в такси на авто компании,41 000,Вакансии
Администратор,30 000,Резюме
Кассир с обучением (Набережная обводного канала),28 000,Вакансии
"Водитель погрузчика, Грузчик-разнорабочий",30 000,Вакансии
Квалифицированный Сварщик,200,Резюме
Массажистка,2 100,Резюме
Швея на производство,35 000,Вакансии
Ищу работу на выходные дни,2 000,Резюме
Работа в охране,40 000,Вакансии
Монтажник металлических дверей,60 000,Вакансии
Водитель газели,1 500,Вакансии
Массажист,з/п не ук,Резюме
Разнорабочие,1 700,Вакансии
"Продавец-кассир, м. Ладожская, ул. Б. Пороховская",25 000,Вакансии
"Тайный покупатель, ревизор, администратор, кассир",1 000,Резюме
Визажист-стилист,з/п не ук,Резюме
На выбор,35 000,Резюме
Олег 31 год ищу работу на постоянной основе,з/п не ук,Резюме
Водитель автомобиля категории Б (доставка),45 000,Вакансии
Помощник геодезиста,30 000,Резюме
Домработник Охранник,70 000,Резюме
Контролер-охранник,13 000,Вакансии
Охранник без лицензии,10 000,Резюме
Токарь-универсал,45 000,Вакансии
Подработка с самовольным графиком,з/п не ук,Резюме
"Менеджер, возможно удаленно, продавец",2 000,Резюме
Микроавтобус с водителем,600,Резюме
Бухгалтер,15 000,Резюме
Флорист,35 000,Вакансии
"Инженер, мастер, наладчик, механик",45 000,Резюме
Со стажировкой в автосервис или сто,31,Резюме
Охранник (Приморский р-н),25 000,Вакансии
Архитектор. Преподаватель. Инженер,з/п не ук,Резюме
"Завхоз, мастер, техник-охранник, управляющий",50 000,Резюме
Сварщик труб 20-1420мм аттестован Накс,999,Резюме
"Упаковщицы на производство, вахта с питанием, жиль",58 000,Вакансии
Специалист в call-центр на дому (входящие звонки),30 000,Вакансии
С переподготовкой мастер по ремонту быт. техники,33,Резюме
Кассир торгового зала,36 000,Вакансии
