Вакансия,Зарплата,Тип
Диспетчер оператор в такси работа сутки/двое,30 000,Вакансии
"Водитель-экспедитор ""E""",75 000,Вакансии
Любая,35 000,Резюме
В Автосервис требуются,50 000,Вакансии
"Маляры по элит. квартирам, загородные дома, офисы",з/п не ук,Резюме
Заместитель директора магазина,з/п не ук,Вакансии
Продавец+ кассир (цветы),25 000,Вакансии
Водитель,з/п не ук,Резюме
Приглашаем на работу кассира (Зеленогорск),23 000,Вакансии
Парикмахер-универсал,з/п не ук,Вакансии
Плотник (бригада плотников),з/п не ук,Вакансии
Специалист по замерам,500,Резюме
"Управляющий, директор",з/п не ук,Резюме
"Няня к грудничку, няня, воспитаткль",30 000,Резюме
Детский сад ждет повара,з/п не ук,Вакансии
Администратор,30 000,Резюме
Оператор на телефон (диспетчер),з/п не ук,Вакансии
Менеджер по продажам,50 000,Вакансии
Монолитчик (бригада монолитчиков),з/п не ук,Вакансии
Системный администратор,40 000,Вакансии
Менеджера по коммерческой недвижимости,50 000,Вакансии
Продавец-кассир,21 000,Вакансии
Продавец-консультант,з/п не ук,Резюме
Повар горячего цеха,30 000,Вакансии
Автоэлектрик,з/п не ук,Вакансии
Требуется машинисты на минипогрузчик bobcat S175,50 000,Вакансии
Водитель С личным транспортом,3 000,Резюме
Продавец-кассир (ст. м. Удельная),23 000,Вакансии
Гибщик-заготовщик,40 000,Вакансии
"Сборщик, комплектовщик",150,Резюме
Продавец-кассир (пл. Ленина),23 000,Вакансии
Охранник 6 разряда,1 800,Вакансии
Аренда Камаз 43118 с краном-манипулятором,з/п не ук,Резюме
Продавец-кассир (Лиговский пр.),23 000,Вакансии
Сварщик,40 000,Вакансии
Разнорабочий,1 600,Резюме
Водитель,28 000,Вакансии
Продавец-кассир (ст. м. Чкаловская),23 000,Вакансии
Укладчики брусчатки желательно бригада,з/п не ук,Вакансии
Инженер/Инженер пто,25 000,Резюме
Водитель с личным ам газель,500,Резюме
Продавец-кассир (пр. Просвещение),23 000,Вакансии
Требуются отделочники,65 000,Вакансии
Менеджер проекта,з/п не ук,Резюме
Сварщик,1 500,Резюме
Помощник руководителя,25 000,Резюме
Сотрудник на выкладку (Колпино),21 000,Вакансии
Продавец-кассир (ст. м. Выборгская),23 000,Вакансии
Требуется маляр,70 000,Вакансии
Водитель кат В,40 000,Вакансии
Продавец+ кассир в цветочный,25 000,Вакансии
Продавец-кассир на ст. м. Старая Деревня,28 000,Вакансии
Столяр,30 000,Вакансии
Охранник,з/п не ук,Вакансии
Монтажник систем автоматики,50 000,Вакансии
Мобильный мерчандайзер (Бухарестская),22 000,Вакансии
Продавец-кассир на ст. метро Проспект Просвещения,28 000,Вакансии
Официантка,з/п не ук,Вакансии
Ищу работу со своим авто,1 000,Резюме
Мобильный мерчандайзер (Комендантский пр.),22 000,Вакансии
"Устройство балластной кровли (плитка, щебень)",235,Резюме
Мобильный мерчандайзер (Ладожская),22 000,Вакансии
Маляр,35 000,Вакансии
Сварщики 4-5 разрядов / Слесари-сборщики,40 000,Вакансии
Зачистник металлоконструкций / слесарь-зачистник,25 000,Вакансии
Менеджер направления (свежие продукты),з/п не ук,Вакансии
Охранники в ресторан и ночной клуб,1 700,Вакансии
Воспитатель в детскую студию,з/п не ук,Вакансии
Массажист,20 000,Резюме
Музыкальный руководитель,з/п не ук,Вакансии
Монтессори-педагог,з/п не ук,Вакансии
Педагог живописи,з/п не ук,Вакансии
Водитель,28 000,Вакансии
Требуется водитель на Газель,з/п не ук,Вакансии
Упаковка масла и сыра,26 000,Вакансии
"Водитель, экспедитор, кладовщик, логитс",40 000,Резюме
Инженер-сметчик,500,Резюме
Продавец на выкладку,з/п не ук,Вакансии
Повар (горячий/холодный цех),з/п не ук,Вакансии
Специалист по тендерам,з/п не ук,Резюме
Сварщики монтажники,з/п не ук,Резюме
Кассир (Ст. м. Лесная),25 000,Вакансии
Педагог в детский клуб г. Пушкин,з/п не ук,Вакансии
Подработка. Сотрудник-универсал в ресторан,28 000,Вакансии
Ответственный мойщик-полировщик,50 000,Вакансии
Оператор склада м. Проспект Просвещения,23 000,Вакансии
Блинопек,28 000,Вакансии
Агент по аренде жилой недвижимости,з/п не ук,Вакансии
"Официант, хостес, кассир, разносчик, почтальон",25 000,Резюме
"Педагог в группу ""Малыш и мама"" в г. Пушкин",з/п не ук,Вакансии
"Мойщики(цы) с опытом работы, полировщики",40 000,Вакансии
"Продавец (отдел ""алкоголь"")",з/п не ук,Вакансии
Менеджер по продажам,10 000,Резюме
Преподаватель французского языка,з/п не ук,Резюме
Администратор на ресепшен,25 000,Вакансии
Тренер учитель физкультуры,50 000,Резюме
Менеджер,65 000,Резюме
Официанты,30 000,Вакансии
Для швей,з/п не ук,Вакансии
Дизайнер,30 000,Резюме
Менеджер по продажам систем видеонаблюдения,30 000,Вакансии
Сборщик окон пвх,30 000,Вакансии
Сиделка с проживанием,30 000,Вакансии
Продавец в супермаркет,27 000,Вакансии
Помощник рамщика,35 000,Вакансии
Ищу работу,25 000,Резюме
Домработница,2 000,Вакансии
Водитель погрузчика,32 000,Резюме
Домработница с функциями няни,50 000,Вакансии
"Помощник юриста, юрист",30 000,Резюме
Ищу дополнительную работу без оформления по тк. Ос,з/п не ук,Резюме
Ищу доп работу,з/п не ук,Резюме
"Грузчики м.""Ломоносовская"" в магазин ""Пятёрочка""",1 000,Вакансии
Геодезист с оборудованием. спб и ло,99,Резюме
Прораб,35 000,Вакансии
Изолировщики на термоизоляции,45 000,Вакансии
Менеджер по продажам,40 000,Вакансии
Копирайтер,100,Резюме
"Грузчики м. "" Елизаровская"" в магазин ""Пятёрочка""",1 000,Вакансии
Требуется кассир,30 000,Вакансии
Контролер рку,25 000,Вакансии
Монтажник натяжных потолков,40 000,Вакансии
Представитель торговой марки SCA,25 000,Вакансии
"Требуется водитель погрузчика ооо ""петрострой""",60 000,Вакансии
Охранник,18 000,Вакансии
Токарь,46 000,Вакансии
Грузчик на автомобиль газель,35 000,Вакансии
Продавец консультант,18 000,Вакансии
Разнорабочий,35 000,Вакансии
Разнорабочий,15 000,Вакансии
Прораб,з/п не ук,Резюме
"Грузчики на склад ""Новое Девяткино""",1 200,Вакансии
Повар в гипермаркет,34 000,Вакансии
Диспетчер на продажу первичной недвижимоcти,з/п не ук,Вакансии
Требуется мастер- штукатур,80 000,Вакансии
Начинающий специалист,30 000,Вакансии
Требуются каменщики,400,Вакансии
Отделочники,100 000,Вакансии
Требуются монтажники,46 000,Вакансии
Газоэлектросварщик,40 000,Вакансии
Требуются маляры,60 000,Вакансии
Автомойщик,25 000,Вакансии
Уборщица,13 500,Вакансии
Менеджер бара,35 000,Резюме
Тренер по футболу,15 000,Вакансии
Водитель,40 000,Резюме
Не имеет значения,1 500,Резюме
Мерчендайзер,6 000,Вакансии
Певица в кафе в пару к музыканту,з/п не ук,Резюме
Уборщики (разные районы),21 500,Вакансии
Заместитель руководителя отдела школьного питания,з/п не ук,Вакансии
На раздачу в школьную столовую,з/п не ук,Вакансии
Мойщиков посуды в школьные столовые,з/п не ук,Вакансии
Продавец в отдел разливного пива,з/п не ук,Вакансии
Продавец в кондитерский отдел,39 000,Вакансии
Воспитатель,30 000,Вакансии
Ищу работу,8 000,Резюме
"Любая, временную или постоянную",60 000,Резюме
Сборщик Плотник Бытовок,49 000,Вакансии
Продавец консультант,25 000,Резюме
Контролер торгового зала (ночные смены),25 000,Вакансии
"Администратор, Продавец-консультант, Оператор",з/п не ук,Резюме
"Помощник бухгалтера, помощник экономиста",35 000,Резюме
Бригада из двух человек,40 000,Резюме
Специалист проектно-сметного отдела,50 000,Резюме
Швея в ателье по ремонту одежды,23 000,Вакансии
Упаковщики масла и сыра,26 000,Вакансии
"Секретарь, офис-менеджер",30 000,Резюме
Помощник бухгалтера,з/п не ук,Резюме
"Охранник Футбол, Концерты, Фестивали",50 000,Вакансии
Требуется прораб,80 000,Вакансии
Репетитор / Преподаватель иностранных языков,30 000,Резюме
Стропальщик,30 000,Вакансии
"SEO Копирайтер, переводчик, журналист",з/п не ук,Резюме
Альпинисты на фасадные работы,100 000,Вакансии
Инженер строитель,50 000,Резюме
Ищу работу управляющего рестораном,40 000,Резюме
Сборщик мебели,з/п не ук,Вакансии
Универсал,з/п не ук,Резюме
Руководящая,з/п не ук,Резюме
Требуются плиточники,500,Вакансии
Отделочник,40 000,Резюме
Ищу работу бухгалтера,30 000,Резюме
Монтажник окон пвх,50 000,Резюме
"Тренер, преподаватель Pole dance и других танцев",1 000,Вакансии
Оператор на аттракцион на подмену,1 200,Вакансии
Каменщики,з/п не ук,Резюме
Требуется продавец,900,Вакансии
Рассмотрю Ваши предложения,30 000,Резюме
Приходящий системный администратор,8 000,Резюме
Монтажники металлоконструкции,455 000,Вакансии
Педагог по робототехнике Лего,з/п не ук,Вакансии
Ищу удаленную работу на 2-3 часа в день,500,Резюме
Административная,50 000,Резюме
Бухгалтер,33 000,Вакансии
Приглашаем кассира-бармена,з/п не ук,Вакансии
Инструктор/педагог брейк-данс,з/п не ук,Вакансии
Администратор в салон красоты,з/п не ук,Вакансии
Директор по продажам,70 000,Резюме
Водитель на Москву,з/п не ук,Резюме
В кондитерский цех грузчик,з/п не ук,Вакансии
Грузчик на доставку воды,20 000,Вакансии
Работа-парикмахер,1 500,Вакансии
Каменщики,25 000,Резюме
Разнорабочий,30 000,Резюме
Вам нужен сантехник. он тут,500,Резюме
Врач ортопед в сотрудничество к технику,з/п не ук,Резюме
Повар холодного цеха,34 000,Вакансии
Ищу работу,50 000,Резюме
Предлагаю услуги архитектора,60 000,Резюме
Кассир,25 000,Резюме
Системный администратор (Мастер по ремонту пк ),40 000,Резюме
Персональный тренер(инструктор тренажерного зала),35 000,Резюме
Прораб,60 000,Резюме
Ученик,25 000,Резюме
"Экономист, старший кассир"" администор, бухгалтер",50 000,Резюме
Администратор автомойки,з/п не ук,Вакансии
Ищу работу водителем категории В,30 000,Резюме
Работа,20 000,Резюме
"Электромонтажник, сантехник, разнорабочий",30 000,Резюме
Продавец. кассир. ст. кассир,25 000,Резюме
Рубщик,з/п не ук,Резюме
Менеджер продаж,40 000,Вакансии
Перевод с и на испанский язык,400,Резюме
Ищу работу,з/п не ук,Резюме
Подсобные рабочие,1 500,Вакансии
Автомаляр - подготовщик,50 000,Резюме
"Секретарь, Диспетчер, Оператор пк",30 000,Резюме
"Оператор пк, менеджер",20 000,Резюме
Уборщица,10 000,Резюме
Ищу работу,з/п не ук,Резюме
"Промоутер, расклейщик объявлений",з/п не ук,Резюме
Врач кардиолог,19 500,Вакансии
Мастер маникюра и педикюра,30 000,Резюме
Административная работа,30 000,Резюме
Швея в ателье,10 000,Вакансии
Маляр на сто,з/п не ук,Вакансии
"Кузовщик, маляр, арматурщик, электрик, слесарь, мо",60 000,Вакансии
Работа,з/п не ук,Резюме
"Уборщица, помощница по-хозяйству",2 000,Резюме
Ищу работу,40 000,Резюме
Продавец консультант В свадебный салон,10 000,Вакансии
Сушист,1 600,Резюме
Швея,13 000,Вакансии
"Администратор, помощник руководителя",45 000,Резюме
"Начальник ахо, Заместитель директора по ахч",з/п не ук,Резюме
Заместитель директора,50 000,Резюме
"Юрист, Зам. нач. службы экономической безопасности",55 000,Резюме
"Начальник участка, прораб благоустройство, асфальт",з/п не ук,Вакансии
Работник,30 000,Резюме
Агент по комерческой недвижимости,85 000,Вакансии
Шеф повар,з/п не ук,Резюме
"Продавец-консультант одежды, обуви",30 000,Резюме
Фотограф,600,Резюме
Парикмахер,з/п не ук,Вакансии
Автослесарь,40 000,Вакансии
Бухгалтер на дому,1 000,Резюме
Инженер строитель,80 000,Резюме
Монтажники лифтов,50 000,Вакансии
Главный бухгалтер,5 000,Резюме
В поисках работы воспитателем,30 000,Резюме
Электромонтажник слаботочных систем,40 000,Резюме
Водитель,50 000,Резюме
Портной,35 000,Резюме
Охранник гбр,35 000,Резюме
Помощник повара,20 000,Резюме
Менеджер,25 000,Вакансии
Проекты,з/п не ук,Резюме
Требуется повар холодного цеха в столовую,25 000,Вакансии
Парикмахер,з/п не ук,Вакансии
"Администратор, кассир, продавец-консультант",30 000,Резюме
Кондитер,35 000,Вакансии
"Помощь в смене юр. адреса ооо, ип",5 000,Резюме
Уборка-мобильная,45 000,Вакансии
Уборщикки Б. Ц. + подработки,25 000,Вакансии
"Танцовщица, промоутер, официантка",30 000,Резюме
Администратор,25 000,Вакансии
"Стажеров(обуч/бесплатно), агентов",50 000,Вакансии
Уборка офисов-день,25 000,Вакансии
"Агентов, стажеров-обучение бесплатно у м. Рыбацкое",50 000,Вакансии
Уборка день,22 000,Вакансии
"Агентов обуч/бесплатно, можно студентов и пенсионе",50 000,Вакансии
Продавец-консультант,20 000,Вакансии
"Упаковщица, укладчица, комплектовщица",25 000,Резюме
Менеджеров,50 000,Вакансии
"Мойщица, уборщица",25 000,Вакансии
Охранник,35 000,Вакансии
Автоняня,500,Резюме
Официант,35 000,Вакансии
"Подсобный рабочий, разнорабочий",1 200,Вакансии
Консультант по недвижимости,з/п не ук,Вакансии
Моторист,30 000,Вакансии
Мастер спа салона,1 500,Резюме
Разнорабочий,20 000,Вакансии
Парикмахер универсал,з/п не ук,Вакансии
Звукооператор/звукорежиссер,з/п не ук,Резюме
Услуги сметчика Составление смет и актов в тснб ло,500,Резюме
Крепеж багета для натяжного потолка,45 000,Вакансии
Требуется мойщица в кафе,1 200,Вакансии
Продавец-кассир,24 000,Вакансии
Арборист,300,Резюме
Бармен-официант,1 500,Вакансии
Инженер по охране труда,15 000,Резюме
Приглашаем менеджеров по продаже лдсп/мдф/двп,40 000,Вакансии
"Агентов, менеджеров, стажеров-обучение бесплатно",50 000,Вакансии
Нужны кровельщики,з/п не ук,Вакансии
Общивка вагонкой,з/п не ук,Резюме
Директор/управляющий/руководитель отдела,60 000,Резюме
Подсобник,з/п не ук,Резюме
Грузчик на час,з/п не ук,Резюме
Нужна работа в ночь,з/п не ук,Резюме
Ищу любую работу в ночные смены. Оплата после смен,з/п не ук,Резюме
Мокрый фасад,500,Вакансии
Главный бухгалтер / Бухгалтер,з/п не ук,Резюме
"Помощник бухгалтера, бухгалтер",20 000,Резюме
Веб-разработчик,з/п не ук,Резюме
Продавец,25 000,Вакансии
"Требуется водитель кат С, Е",45 000,Вакансии
Рабочий в бригаду,45 000,Вакансии
Продавец в кулинарии,30 000,Резюме
Администратор. Продавец,25 000,Резюме
"Промоутер, раздача листовок, флаеров",300,Вакансии
"Удаленная работа, совместительство",30 000,Резюме
"Руководитель, заместитель руководителя, специалист",50 000,Резюме
Повар,30 000,Резюме
Автобус микро 15 мест Свой,600,Резюме
Администратор,25 000,Резюме
Государственная служба,з/п не ук,Резюме
Бригада грузчиков,2 000,Резюме
Отъделочник,з/п не ук,Резюме
Консьерж - диспетчер,з/п не ук,Резюме
Системный администратор/инженер тех. поддержки,з/п не ук,Резюме
Художник оформитель,10 000,Резюме
Стилист- визажист,1 000,Резюме
Ищу работу,40 000,Резюме
Кровельщики,75 000,Вакансии
Зубной техник на несъёмное протезирование,25 000,Резюме
Требуются фасадчики,750,Вакансии
Помощник юриста,25 000,Резюме
Мастер буровой установки,167 000,Вакансии
Менеджер отдела продаж,45 000,Вакансии
"Инженер, администратор, экспедитор, водитель",35 000,Резюме
Менеджер по клинингу,35 000,Резюме
Дизайнер,з/п не ук,Резюме
2d (3d) художник,з/п не ук,Резюме
Автор статей,з/п не ук,Резюме
"Юрист, помощник юриста",25 000,Резюме
Монтажник окон,45 000,Резюме
Дизайнер одежды,30 000,Резюме
Ищу работу на время отпуска,1 500,Резюме
Преподаватель английского языка/помощник,30 000,Резюме
"Диджей, звукооператор",25 000,Резюме
Парикмахер и мастер маникюра,1 000,Вакансии
Парикмахер универсал,1 500,Вакансии
"Бригадир, Мастер по отделке",50 000,Резюме
Печатник офсетной печати,40,Резюме
Принимаем на работу водителей такси,80 000,Вакансии
"Водители на а/м компании, водитель с личным а/м",50 000,Вакансии
Рассмотрю предложения,40 000,Резюме
Инженер,40 000,Резюме
Каменщики универсалы,з/п не ук,Резюме
Капитан маломерного судна,з/п не ук,Вакансии
"Продавец, администратор",23 000,Резюме
Тайный покупатель / Наблюдатель / Исследователь,500,Резюме
Помощь студентам архитектурных специальностей,з/п не ук,Резюме
Сотрудник в клининговую компанию,1 000,Вакансии
Автослесарь в автосервис,40 000,Вакансии
Обивщик мягкой мебели,30 000,Вакансии
Секретарь,20 000,Резюме
Разнорабочий,25 000,Резюме
"Отделочник, стропальщик, монтажник",70 000,Резюме
Менеджер по продажам,60 000,Вакансии
Ищу водителя на грузовой автомобиль,30 000,Резюме
Слесарь сантехник,40,Вакансии
Юрист,45 000,Резюме
Продавец-консультант,15 000,Вакансии
Торговый представитель,20 000,Вакансии
Администратор,30 000,Вакансии
Постояная работа или подработка,з/п не ук,Резюме
Печатник офсетной печати,з/п не ук,Резюме
"Бармен, официант",25 000,Резюме
Кровельщик,з/п не ук,Резюме
Персональный водитель-телохранитель,70 000,Резюме
Карбюраторщик,з/п не ук,Резюме
Менеджер,40 000,Резюме
Водитель,з/п не ук,Резюме
Начальник производства,40 000,Резюме
Плотник- столяр,,Резюме
"Руководитель, директор, заместитель директора",90 000,Резюме
Водитель с своим а/м - Ищу работу,50,Резюме
Землекопы- разнорабочие,1 100,Вакансии
Бармен,25 000,Вакансии
Ищу работу,20 000,Резюме
"Специалист, начальник отдела, менеджер и т. д",60 000,Резюме
Слесарь по ремонту Коробки Передач ВАЗ и Газель,30 000,Вакансии
"Мастер по наращиванию ресниц, косметолог",1 000,Резюме
Сиделка,з/п не ук,Резюме
Помощник Воспитателя,з/п не ук,Вакансии
Работа подработка,з/п не ук,Резюме
Отделочник-универсал,з/п не ук,Вакансии
Специалист,50 000,Резюме
Педагог-воспитатель,20 000,Вакансии
Электрослесарь подземный,60 000,Вакансии
Массажист,з/п не ук,Вакансии
Воспитатель в частный сад,20 000,Вакансии
Косметолог,з/п не ук,Вакансии
Парикмахер-стилист,з/п не ук,Вакансии
Инженер по пожарной безопасности,40 000,Резюме
Отделочник-универсал,50 000,Резюме
Требуется парикмахер-универсал,30 000,Вакансии
"Менеджер по подбору персонала, администратор",30 000,Резюме
Администратор,з/п не ук,Вакансии
Оператор по обслуживанию кофейных аппаратов,20 000,Вакансии
Рассмотрю варианты,20 000,Резюме
Сборщик мебели,35 000,Вакансии
Экспедитор,32 000,Резюме
Администратор гостиницы,25 000,Вакансии
"Оператор к/ц, оператор пк, кассир",28 000,Резюме
Ищу работу,20 000,Резюме
Автослесарь,60 000,Вакансии
"Водитель-экспедитор кат. ""В""",45 000,Резюме
Повар сушист,1 700,Резюме
Монтажники,80 000,Вакансии
Подработка парикмахером,25 000,Вакансии
Старший продавец,40 000,Вакансии
"Помощник генерального директора, управляющий",50 000,Резюме
Бригада монтажников,70 000,Вакансии
Менеджер по продажам автозапчастей,40 000,Резюме
Ищу работу,35 000,Резюме
"Оператор, менеджер на дому",30 000,Резюме
Автослесарь на разборку иномарок,1 000,Вакансии
Сварщик. Каменщик,з/п не ук,Резюме
Подработка,2 000,Резюме
"Отделочники объекты общепит, офисы, квартиры",з/п не ук,Вакансии
Водитель на своей газели,60 000,Резюме
DJ / Диджей,2 500,Резюме
"Администратор, заместитель руководителя",28 000,Резюме
Ищу работу с жильем,з/п не ук,Резюме
Разнорабочий,41 500,Вакансии
"Менеджер по продажам, Администратор офиса-магазина",35 000,Резюме
"Хостес, Бaрмен",25 000,Резюме
Ищю работу,1 500,Резюме
"Редактор, корректор, набор текста",25 000,Резюме
Менеджер по продаже готового бизнеса и франшиз,95 000,Вакансии
Функции главного бухгалтера,з/п не ук,Резюме
Менеджер,35 000,Резюме
Супервайзер,35 000,Резюме
Водитель,30 000,Резюме
Постоянная подработка (2 работа),1 000,Резюме
Ищу работу на дому,30 000,Резюме
Маляр,1 500,Резюме
Инженер пто,25 000,Резюме
Промоутер,1 500,Резюме
Водитель мини погрузчика,250,Вакансии
Швея на производство,34 000,Вакансии
Формовщик теста,з/п не ук,Вакансии
Тракторист-машинист без опыта,35 000,Резюме
Дизайнер-оформитель-художник,15 000,Резюме
Строим за городом. русские,з/п не ук,Резюме
Электромонтаж в новостройке,130 000,Вакансии
Ищу любую работу в Петербурге,30 000,Резюме
Начальник склада. Руководитель складского комплекс,45 000,Резюме
Бригада электромонтажников,з/п не ук,Резюме
Охраник,14 000,Вакансии
Прораб со своими бригадами по строительству домов,50 000,Вакансии
"Актер, асистент режисера",100 000,Резюме
Требуется водитель кат Е,50 000,Вакансии
Инженер-сметчик на дому,з/п не ук,Резюме
Рассмотрю варианты,з/п не ук,Резюме
Монтаж систем вентиляции и кондиционирования,1 000,Резюме
Автокузовщик,50 000,Вакансии
Оператор производственной линии(электросварщик),25 000,Резюме
Ищу работу водителем,з/п не ук,Резюме
Требуется мастер-универсал,80 000,Вакансии
Машинист гусеничного экскаватора,250,Вакансии
Копирайтер,25 000,Резюме
Врач терапевт,з/п не ук,Вакансии
"Секретарь/офис-менеджер, помощник руководителя",з/п не ук,Резюме
Водитель со своим авто 13м3,500,Резюме
Водительна личном грузовом микроавтобусе объем 12,з/п не ук,Резюме
Любая,з/п не ук,Резюме
Системный администратор / системный инженер,45 000,Резюме
"Ищу работу разнорабочим, подсобником",з/п не ук,Резюме
Водитель с грузовым автомобилем,з/п не ук,Резюме
Повар,25 000,Вакансии
Экономист/ помощник экономиста,з/п не ук,Резюме
Налоговый консультант,45 000,Резюме
"Электрогазосварщик, сварщик на полуавтомате",40 000,Резюме
Требуется напарник отделочник-универсал с инструме,100 000,Вакансии
"Оператор пк, секетарь, администратор",20 000,Резюме
"Репетитор по математике, физике",400,Резюме
Ищу работу готов работать,2 000,Резюме
Требуется спа-специалист,з/п не ук,Вакансии
Монтаж (протяжка кабеля) кабеля,130 000,Вакансии
Администратор,27 000,Резюме
Ищу работу водителем,40 000,Резюме
"Грузчики, разнорабочие",1 700,Резюме
Парикмахер в колпино,з/п не ук,Вакансии
Оператор детской игровой площадки (подработка),15 000,Вакансии
Главный бухгалтер. Профессиональное сотрудничество,7 000,Резюме
"Уборщица, на вечернею подработку офисов",з/п не ук,Резюме
Менеджер по рекламе в интернете,200 000,Вакансии
"Требуется водитель категории С, Е со своим а/м",з/п не ук,Вакансии
Помошник продавца,8 500,Вакансии
Официант выходного дня,25 000,Вакансии
Кассир-бармен,30 000,Вакансии
Требуется фармацевт в аптеку,45 000,Вакансии
Рабочий на демонтаж рекламных конструкций,35 000,Вакансии
Разнорабочий на производство,35 000,Вакансии
Продавец (Автово),22 000,Вакансии
Уборщица,24 000,Вакансии
Повар на раздачу,22 000,Вакансии
Слесарь инструментальщик,50 000,Вакансии
Оператор в офис на телефон,35 000,Вакансии
Мойщик помещений,30 000,Вакансии
Машинист экскаватора-погрузчика,250,Вакансии
Горничная (уборщица),15 000,Вакансии
Продавец розница,30 000,Вакансии
Повар горячего цеха,35 000,Вакансии
Работник торгового зала/постоянная (Колпино),28 000,Вакансии
Парикмахер-универсал,35 000,Вакансии
Водитель,80 000,Вакансии
Специалист по разделке рыбы,30 000,Вакансии
Частный охранник,20 000,Вакансии
Менеджер по продажам,25 000,Вакансии
Продавец-кассир,з/п не ук,Вакансии
Водитель,2 000,Вакансии
Требуются штукатуры,115 000,Вакансии
Бухгалтер,20 000,Резюме
Специалист по замене остекления (пром. альп),150 000,Вакансии
Монтаж и отделка балконов,75 000,Вакансии
Уборщица,23 000,Вакансии
Повар-универсал (м. Василеостровская),30 000,Вакансии
Уборщица дневная (Садовая),21 000,Вакансии
Требуется продавец кассир. м. Проспект Большевиков,20 000,Вакансии
Разнорабочий на склад Интернет Магазина,35 000,Вакансии
Диспетчер такси на дому. Ночной,13 000,Вакансии
"Водитель В, С",з/п не ук,Резюме
Промоутер,30 000,Вакансии
"Администратор, хостес",20 000,Резюме
Администратор компьютерного клуба,600,Вакансии
Сварщики,50 000,Вакансии
Требуется продавец-кассир. м. Автово,20 000,Вакансии
Требуется бармен-официант в детское кафе,25 000,Вакансии
Курьер,20 000,Вакансии
Продавец-консультант в зоомагазин,25 000,Вакансии
Помощник руководителя проекта,35 000,Вакансии
Работа водителем в такси,40 000,Вакансии
Требуется продавец,17 000,Вакансии
Оператор в Интернет Магазин,25 000,Вакансии
Главный бухгалтер,25 000,Резюме
Контролер тсд,20 000,Вакансии
Бухгалтер Частичная занятость/удаленно,з/п не ук,Резюме
Диагност автоэлектрик,30 000,Вакансии
Маляр - кузовщик,70 000,Вакансии
Мастер маникюра/педикюра в студию sunstation,50 000,Вакансии
Требуется микроавтобус,62 000,Вакансии
Охранник,42 000,Вакансии
Оператор гладильного оборудования,22 000,Вакансии
Маляр-кузовщик,70 000,Вакансии
Требуется машинист экскаватора-погрузчика JCB,60 000,Вакансии
"Плотник, строитель",45 000,Вакансии
Требуется парикмахер,2 500,Вакансии
Охрана,1 000,Вакансии
Охрана см Перекрёстков,22 000,Вакансии
Требуется сотрудник охраны на Богатырский 7,22 000,Вакансии
Начальник производственно-технического отдела,50 000,Вакансии
Требуются штукатуры маляры,160,Вакансии
Помощник монтажника кондиционеров и вентиляции,1 000,Вакансии
Швея на трикотаж,30 000,Вакансии
"Юрист, юрисконсульт, начальник юридического отдела",50 000,Резюме
"Водитель кат. ""В"" ""С"" ""Е""",50 000,Резюме
Помощник руководителя,з/п не ук,Вакансии
Водитель инкассатор,34 000,Вакансии
"Отделочники, кафельщики, маляры",60 000,Вакансии
Повар холодного цеха+ раздача,20 000,Вакансии
Главный бухгалтер на удаленке,10 000,Резюме
Требуется водитель категории С,60 000,Вакансии
Специалист по продажам в салон связи Билайн,35 000,Вакансии
Электромонтажник,35 000,Вакансии
Сварщик,50 000,Вакансии
Автомеханик автослесарь,45 000,Вакансии
Требуется Бармен официант,22 000,Вакансии
Продавец-консультант,30 000,Вакансии
"Автослесарь, автомеханик электрик по ремонту а/м",65 000,Вакансии
Мастер по ремонту обуви и изготовлению ключей,20 000,Вакансии
Портная по ремонту одежды,40 000,Вакансии
"Администратор, офис менеджер в автошколу",25 000,Вакансии
Водитель со своим грузовичком или на ваш,з/п не ук,Резюме
Водитель эвакуатора,45 000,Вакансии
Каменщики - без посредников (черновая кладка),85 000,Вакансии
"Штукатурка 1100м2, малярка 1700м2 - прямая работа",65 000,Вакансии
Менеджер по продажам,35 000,Вакансии
Водитель,40 000,Резюме
Требуется повар горячего цеха,25 000,Вакансии
Продавец-консультант г. Санкт-Петербург,40 000,Вакансии
Официант,з/п не ук,Вакансии
Продавец консультант,45 000,Вакансии
Продавец отдела Продуктов питания,22 500,Вакансии
Продавец-консультант,45 000,Вакансии
Мойщица посуды-уборщица,20 000,Вакансии
Главный бухгалтер (бухгалтер) частичная занятось,15 000,Резюме
Продавец (тк питер),29 000,Вакансии
Требуется машинист экскаватора,70 000,Вакансии
Продавец -консультант товаров для животных,23 000,Вакансии
Директор магазина,58 000,Вакансии
Разнорабочие,800,Вакансии
Программист PHP,50 000,Вакансии
Продавец магазина,35 000,Вакансии
Заместитель директора магазина,41 500,Вакансии
Промоутер на Невском Салон цветов шаров и дизайна,з/п не ук,Вакансии
"Помощник менеджера, менеджер. Помощник маркетолога",з/п не ук,Резюме
Швея женской одежды,27 000,Вакансии
Рабочий вырубщик в типографию,25 000,Вакансии
Требуется слесарь-автомеханик,50 000,Вакансии
Слесарь ремонтник,35 000,Резюме
Менеджер по продажам / Руководитель отдела продаж,40 000,Вакансии
Менеджер по организации праздников (можно без о/р),35 000,Вакансии
Агент по недвижимости на дому на квоту с обучением,215 000,Вакансии
